WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/04/02, 00:00:47.596, 40.291, -70.882, 10.97, 179.700, 179.020000, 10.840, 6.5, 6.6, 1011.9, 1011.8, 0.0, 0.0, 0.000, 0.000, 342, 333, 2.8, 3.2, 91.4, 91.2, 3.0, 3.1, 15.4, 27.0, 1014.0, 1013.9, -7.100, 291.730, -0.02, 32.1900, 6.3565, 270.800, 30.8, 1472.697, NAN, NAN, NAN, NAN
2024/04/02, 00:01:47.596, 40.288, -70.882, 10.94, 179.560, 179.760000, 10.740, 6.5, 6.6, 1011.9, 1011.9, 0.0, 0.0, 0.000, 0.000, 342, 333, 2.7, 3.6, 91.4, 91.3, 3.1, 2.8, 14.9, 34.4, 1014.0, 1014.0, -7.110, 292.170, -0.02, 32.1905, 6.3364, 263.200, 30.6, 1472.618, NAN, NAN, NAN, NAN
2024/04/02, 00:02:47.596, 40.285, -70.882, 10.99, 179.950, 181.010000, 10.670, 6.5, 6.6, 1012.0, 1011.9, 0.0, 0.0, 0.000, 0.000, 343, 335, 2.8, 3.1, 91.5, 91.3, 2.9, 3.0, 17.6, 27.3, 1014.1, 1014.0, -7.070, 292.000, -0.02, 32.1927, 6.3154, 259.200, 30.2, 1472.538, NAN, NAN, NAN, NAN
2024/04/02, 00:03:47.596, 40.282, -70.882, 10.92, 179.380, 178.680000, 10.810, 6.5, 6.6, 1012.0, 1012.0, 0.0, 0.0, 0.000, 0.000, 343, 337, 2.8, 2.9, 91.5, 91.4, 3.0, 3.1, 15.1, 20.7, 1014.1, 1014.1, -7.040, 291.980, -0.02, 32.1937, 6.2993, 263.500, 30.1, 1472.475, NAN, NAN, NAN, NAN
2024/04/02, 00:04:47.596, 40.279, -70.882, 10.90, 182.210, 182.970000, 10.650, 6.5, 6.6, 1012.0, 1011.9, 0.0, 0.0, 0.000, 0.000, 344, 335, 2.6, 3.1, 91.7, 91.5, 3.1, 3.0, 16.1, 28.7, 1014.1, 1014.0, -7.080, 292.080, -0.02, 32.1950, 6.3126, 264.800, 29.8, 1472.529, NAN, NAN, NAN, NAN
2024/04/02, 00:05:47.596, 40.276, -70.882, 10.92, 180.120, 180.930000, 10.830, 6.5, 6.6, 1012.0, 1011.9, 0.0, 0.0, 0.000, 0.000, 349, 340, 2.7, 2.8, 91.6, 91.5, 3.0, 3.1, 11.0, 19.0, 1014.1, 1014.0, -6.990, 292.350, -0.02, 32.1955, 6.3318, 265.900, 29.4, 1472.606, NAN, NAN, NAN, NAN
2024/04/02, 00:06:47.597, 40.273, -70.882, 10.88, 179.930, 182.800000, 10.820, 6.5, 6.6, 1012.1, 1012.0, 0.0, 0.0, 0.000, 0.000, 350, 343, 2.8, 2.7, 91.8, 91.6, 2.9, 3.1, 12.8, 17.5, 1014.2, 1014.1, -6.980, 292.170, -0.01, 32.1938, 6.3407, 268.900, 28.9, 1472.639, NAN, NAN, NAN, NAN
2024/04/02, 00:07:47.597, 40.270, -70.882, 10.91, 179.910, 178.470000, 10.610, 6.5, 6.6, 1012.0, 1012.0, 0.0, 0.0, 0.000, 0.000, 355, 346, 2.8, 2.6, 91.8, 91.7, 2.7, 3.0, 5.7, 12.5, 1014.1, 1014.1, -7.050, 292.180, -0.02, 32.1898, 6.3326, 273.600, 28.5, 1472.602, NAN, NAN, NAN, NAN
2024/04/02, 00:08:47.597, 40.267, -70.882, 10.94, 179.750, 180.340000, 10.470, 6.5, 6.5, 1012.0, 1012.0, 0.0, 0.0, 0.000, 0.000, 353, 346, 2.7, 2.7, 91.9, 91.8, 2.7, 2.9, 7.8, 14.1, 1014.1, 1014.1, -7.070, 292.500, -0.02, 32.1902, 6.3159, 279.600, 27.9, 1472.536, NAN, NAN, NAN, NAN
2024/04/02, 00:09:47.597, 40.264, -70.882, 10.96, 179.590, 179.800000, 10.620, 6.5, 6.5, 1012.1, 1012.0, 0.0, 0.0, 0.000, 0.000, 354, 346, 2.7, 2.7, 91.9, 91.8, 2.8, 2.9, 6.0, 13.1, 1014.2, 1014.1, -7.030, 292.530, -0.02, 32.1894, 6.3109, 280.600, 27.8, 1472.516, NAN, NAN, NAN, NAN
2024/04/02, 00:10:47.597, 40.261, -70.882, 10.94, 179.770, 180.840000, 10.620, 6.5, 6.5, 1012.1, 1012.1, 0.0, 0.0, 0.000, 0.000, 354, 345, 2.5, 2.6, 91.9, 91.9, 3.0, 3.0, 6.1, 13.9, 1014.2, 1014.2, -7.050, 292.320, -0.02, 32.1884, 6.3130, 280.300, 27.5, 1472.523, NAN, NAN, NAN, NAN
2024/04/02, 00:11:47.597, 40.258, -70.882, 10.93, 179.470, 179.750000, 10.720, 6.5, 6.5, 1012.2, 1012.1, 0.0, 0.0, 0.000, 0.000, 357, 349, 2.9, 2.7, 91.9, 91.9, 2.6, 2.9, 3.9, 10.7, 1014.3, 1014.2, -7.050, 292.350, -0.02, 32.1886, 6.3079, 278.400, 27.2, 1472.503, NAN, NAN, NAN, NAN
