WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/04/07, 00:00:48.058, 35.931, -74.761, 0.75, 300.300, 278.490000, 2.400, 10.9, 10.9, 1012.9, 1012.8, 0.0, 0.0, 13.740, 11.620, 25, 26, 8.8, 8.3, 60.0, 59.9, 8.1, 7.6, 332.2, 333.7, 1015.0, 1014.9, -6.980, 289.030, 0.01, 35.7872, 20.6453, 196.500, 43.5, 1524.209, NAN, NAN, NAN, NAN
2024/04/07, 00:01:48.058, 35.931, -74.762, 1.26, 330.820, 292.820000, 1.190, 10.9, 10.9, 1012.9, 1012.7, 0.0, 0.0, 13.740, 11.620, 4, 356, 7.1, 7.0, 60.1, 59.7, 6.6, 6.5, 337.8, 329.2, 1015.0, 1014.8, -6.840, 290.150, -0.00, 35.7821, 20.6431, 196.500, 43.4, 1524.197, NAN, NAN, NAN, NAN
2024/04/07, 00:02:48.058, 35.931, -74.762, -0.26, 335.000, 165.060000, 0.730, 10.9, 11.0, 1012.8, 1012.7, 0.0, 0.0, 13.740, 11.620, 338, 331, 6.7, 7.9, 63.6, 64.5, 7.0, 8.2, 314.9, 307.9, 1014.9, 1014.8, -6.740, 288.960, -0.00, 35.7902, 20.6489, 196.500, 43.4, 1524.222, NAN, NAN, NAN, NAN
2024/04/07, 00:03:48.058, 35.931, -74.762, 0.64, 333.410, 33.600000, 0.230, 10.9, 11.0, 1012.7, 1012.8, 0.0, 0.0, 13.740, 11.620, 339, 333, 6.7, 8.0, 59.0, 59.3, 6.6, 7.9, 312.3, 306.2, 1014.8, 1014.9, -6.710, 288.850, -0.00, 35.7829, 20.6478, 198.000, 43.5, 1524.211, NAN, NAN, NAN, NAN
2024/04/07, 00:04:48.058, 35.931, -74.762, 0.54, 333.720, 341.850000, 0.560, 10.8, 10.9, 1012.7, 1012.8, 0.0, 0.0, 13.740, 11.620, 344, 336, 6.1, 6.5, 58.6, 58.7, 5.8, 6.3, 316.7, 308.4, 1014.8, 1014.9, -6.730, 289.540, -0.01, 35.7785, 20.6429, 198.400, 43.1, 1524.193, NAN, NAN, NAN, NAN
2024/04/07, 00:05:48.058, 35.931, -74.762, 0.74, 331.490, 11.570000, 0.590, 10.8, 10.9, 1012.8, 1012.6, 0.0, 0.0, 13.740, 11.620, 345, 347, 8.0, 7.2, 60.8, 60.7, 7.7, 6.9, 315.3, 317.3, 1014.9, 1014.7, -6.850, 288.710, -0.01, 35.7832, 20.6342, 196.500, 42.9, 1524.174, NAN, NAN, NAN, NAN
2024/04/07, 00:06:48.058, 35.931, -74.762, 0.37, 331.480, 317.860000, 0.440, 10.8, 10.8, 1012.7, 1012.9, 0.0, 0.0, 13.740, 11.620, 350, 338, 6.9, 6.4, 57.8, 57.4, 6.7, 6.2, 322.8, 310.6, 1014.8, 1015.0, -6.750, 289.110, -0.01, 35.7822, 20.6302, 198.400, 43.3, 1524.162, NAN, NAN, NAN, NAN
2024/04/07, 00:07:48.058, 35.931, -74.762, 0.12, 331.980, 144.240000, 0.690, 10.8, 10.9, 1012.7, 1012.7, 0.0, 0.0, 13.740, 11.620, 354, 349, 8.0, 8.3, 58.8, 59.0, 8.3, 8.6, 326.7, 321.9, 1014.8, 1014.8, -6.810, 289.320, -0.02, 35.7803, 20.6334, 195.600, 43.2, 1524.169, NAN, NAN, NAN, NAN
2024/04/07, 00:08:48.058, 35.931, -74.762, -1.15, 333.620, 190.270000, 0.290, 10.8, 10.8, 1012.7, 1012.8, 0.0, 0.0, 13.740, 11.620, 341, 343, 6.1, 6.4, 58.9, 58.7, 6.2, 6.5, 315.5, 317.4, 1014.8, 1014.9, -6.690, 289.360, -0.01, 35.7774, 20.6326, 197.100, 43.0, 1524.163, NAN, NAN, NAN, NAN
2024/04/07, 00:09:48.058, 35.931, -74.762, 0.31, 332.860, 314.430000, 0.330, 10.8, 10.8, 1012.9, 1012.8, 0.0, 0.0, 13.740, 11.620, 337, 333, 6.8, 7.2, 58.8, 59.3, 6.6, 7.0, 310.5, 306.4, 1015.0, 1014.9, -6.850, 289.260, -0.01, 35.7762, 20.6384, 193.700, 42.8, 1524.178, NAN, NAN, NAN, NAN
