WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/04/06, 00:00:47.964, 35.730, -74.849, -0.16, 231.340, 299.930000, 0.170, 12.2, 12.2, 1007.8, 1007.8, 0.0, 0.0, 13.740, 11.620, 1, 356, 4.2, 4.1, 71.6, 71.6, 4.2, 4.1, 231.2, 226.1, 1009.9, 1009.9, -7.020, 316.170, -0.01, 31.6626, 11.7489, 355.300, 30.6, 1492.055, NAN, NAN, NAN, NAN
2024/04/06, 00:01:47.964, 35.730, -74.849, -0.22, 230.710, 148.500000, 0.210, 12.2, 12.2, 1007.9, 1007.8, 0.0, 0.0, 13.740, 11.620, 1, 356, 4.6, 4.3, 71.0, 71.2, 4.6, 4.3, 233.0, 228.1, 1010.0, 1009.9, -7.040, 316.280, -0.01, 31.6625, 11.7492, 358.000, 30.3, 1492.055, NAN, NAN, NAN, NAN
2024/04/06, 00:02:47.964, 35.730, -74.849, -0.16, 231.630, 271.960000, 0.080, 12.1, 12.2, 1007.7, 1007.6, 0.0, 0.0, 13.740, 11.620, 356, 352, 4.7, 4.4, 69.5, 71.1, 4.7, 4.4, 227.9, 223.9, 1009.8, 1009.7, -6.900, 316.670, -0.01, 31.6621, 11.7491, 356.300, 30.2, 1492.055, NAN, NAN, NAN, NAN
2024/04/06, 00:03:47.965, 35.730, -74.849, -0.16, 230.820, 330.040000, 0.130, 12.2, 12.2, 1007.7, 1007.8, 0.0, 0.0, 13.740, 11.620, 358, 352, 4.9, 4.7, 69.9, 70.2, 4.9, 4.7, 228.1, 222.0, 1009.8, 1009.9, -7.000, 317.590, -0.01, 31.6619, 11.7484, 356.600, 30.5, 1492.052, NAN, NAN, NAN, NAN
2024/04/06, 00:04:47.965, 35.730, -74.849, -0.14, 231.330, 156.860000, 0.070, 12.2, 12.2, 1007.7, 1007.7, 0.0, 0.0, 13.740, 11.620, 358, 351, 4.5, 4.5, 69.5, 69.5, 4.5, 4.5, 229.7, 222.7, 1009.8, 1009.8, -6.880, 318.130, -0.01, 31.6629, 11.7475, 360.600, 30.4, 1492.050, NAN, NAN, NAN, NAN
2024/04/06, 00:05:47.965, 35.730, -74.849, -0.14, 230.740, 142.730000, 0.040, 12.2, 12.2, 1007.7, 1007.7, 0.0, 0.0, 13.740, 11.620, 357, 350, 4.5, 4.3, 69.6, 72.5, 4.5, 4.3, 227.5, 220.5, 1009.8, 1009.8, -6.750, 319.660, -0.01, 31.6625, 11.7462, 358.400, 30.4, 1492.045, NAN, NAN, NAN, NAN
2024/04/06, 00:06:47.965, 35.730, -74.849, -0.13, 230.700, 166.840000, 0.190, 12.2, 12.2, 1007.8, 1007.7, 0.0, 0.0, 13.740, 11.620, 358, 352, 4.3, 4.2, 73.6, 73.7, 4.3, 4.2, 229.9, 223.9, 1009.9, 1009.8, -6.820, 321.290, -0.02, 31.6625, 11.7466, 356.600, 30.5, 1492.046, NAN, NAN, NAN, NAN
2024/04/06, 00:07:47.965, 35.730, -74.849, -0.17, 231.570, 167.990000, 0.110, 12.2, 12.2, 1007.8, 1007.7, 0.0, 0.0, 13.740, 11.620, 0, 355, 4.2, 4.1, 74.3, 74.3, 4.2, 4.1, 232.3, 227.3, 1009.9, 1009.8, -6.810, 323.360, -0.01, 31.6624, 11.7481, 357.400, 30.5, 1492.052, NAN, NAN, NAN, NAN
2024/04/06, 00:08:47.965, 35.730, -74.849, -0.22, 231.370, 70.220000, 0.090, 12.2, 12.2, 1007.8, 1007.6, 0.0, 0.0, 13.740, 11.620, 0, 354, 4.2, 4.1, 74.6, 74.5, 4.2, 4.1, 232.0, 226.0, 1009.9, 1009.7, -6.970, 325.400, -0.02, 31.6623, 11.7472, 355.600, 30.3, 1492.048, NAN, NAN, NAN, NAN
2024/04/06, 00:09:47.965, 35.730, -74.849, -0.18, 231.340, 317.780000, 0.090, 12.1, 12.2, 1007.8, 1007.7, 0.0, 0.0, 13.740, 11.620, 359, 353, 4.5, 4.3, 74.7, 74.6, 4.5, 4.3, 229.8, 223.7, 1009.9, 1009.8, -6.920, 327.800, -0.02, 31.6628, 11.7451, 357.400, 30.3, 1492.042, NAN, NAN, NAN, NAN
