WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/04/01, 13:50:47.559, 41.498, -70.685, 0.49, 122.110, 217.010000, 1.130, 7.2, 7.2, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 324, 324, 3.3, 6.0, 83.2, 83.1, 3.7, 6.4, 78.9, 82.0, 1016.5, 1016.5, 191.740, 332.660, 685.49, 5.8714, 6.0464, 125.700, 0.0, 1438.386, NODATA, NODATA, NODATA, NODATA
2024/04/01, 13:51:47.559, 41.497, -70.685, 0.46, 143.680, 227.440000, 1.380, 7.1, 7.2, 1014.4, 1014.3, 0.0, 0.0, 0.000, 0.000, 319, 320, 2.9, 5.5, 83.4, 83.2, 3.2, 5.8, 91.1, 97.2, 1016.5, 1016.4, 191.930, 332.710, 686.96, 5.8713, 6.0467, 126.000, 0.0, 1438.387, NAN, NAN, NAN, NAN
2024/04/01, 13:52:47.559, 41.497, -70.685, -0.32, 166.860, 271.500000, 1.210, 7.1, 7.2, 1014.4, 1014.3, 0.0, 0.0, 0.000, 0.000, 264, 285, 3.6, 4.5, 83.5, 83.4, 4.2, 5.1, 73.5, 91.5, 1016.5, 1016.4, 193.480, 332.100, 689.82, 5.8712, 6.0498, 126.000, 0.0, 1438.400, NAN, NAN, NAN, NAN
2024/04/01, 13:53:47.559, 41.497, -70.686, -0.24, 167.220, 260.690000, 1.190, 7.1, 7.1, 1014.4, 1014.3, 0.0, 0.0, 0.000, 0.000, 256, 270, 3.9, 4.0, 84.4, 84.2, 4.5, 4.6, 65.5, 77.6, 1016.5, 1016.4, 195.700, 331.640, 697.18, 5.8712, 6.0532, 125.400, 0.0, 1438.415, NAN, NAN, NAN, NAN
2024/04/01, 13:54:47.559, 41.497, -70.686, 0.02, 176.180, 261.280000, 1.290, 7.0, 7.1, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 248, 257, 3.8, 3.5, 85.4, 85.1, 4.5, 4.2, 65.5, 73.2, 1016.4, 1016.4, 197.730, 331.300, 704.50, 5.8711, 6.0562, 125.700, 0.0, 1438.427, NAN, NAN, NAN, NAN
2024/04/01, 13:55:47.559, 41.497, -70.687, -0.81, 206.760, 306.180000, 0.910, 6.9, 6.9, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 213, 214, 4.5, 3.7, 86.3, 86.0, 4.8, 4.0, 64.5, 66.4, 1016.4, 1016.4, 198.960, 331.420, 710.00, 5.8710, 6.0550, 126.000, 0.0, 1438.422, NAN, NAN, NAN, NAN
2024/04/01, 13:56:47.559, 41.497, -70.687, -0.81, 212.570, 313.040000, 0.710, 6.8, 6.8, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 205, 207, 5.1, 5.3, 87.5, 87.2, 5.2, 5.4, 61.4, 63.2, 1016.4, 1016.4, 200.530, 331.080, 715.52, 5.8708, 6.0551, 126.000, 0.0, 1438.422, NAN, NAN, NAN, NAN
2024/04/01, 13:57:47.559, 41.497, -70.687, -0.78, 218.770, 305.630000, 0.710, 6.6, 6.7, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 205, 206, 4.9, 5.1, 88.8, 88.6, 5.1, 5.3, 66.9, 67.8, 1016.4, 1016.4, 201.670, 331.110, 721.10, 5.8707, 6.0576, 126.000, 0.0, 1438.433, NAN, NAN, NAN, NAN
2024/04/01, 13:58:47.559, 41.498, -70.687, -0.71, 248.740, 29.730000, 0.200, 6.5, 6.6, 1014.4, 1014.3, 0.0, 0.0, 0.000, 0.000, 170, 195, 2.3, 2.3, 90.1, 90.0, 2.3, 2.4, 61.3, 85.8, 1016.5, 1016.4, 203.660, 332.770, 727.93, 5.8707, 6.0625, 125.700, 0.0, 1438.454, NAN, NAN, NAN, NAN
2024/04/01, 13:59:47.559, 41.497, -70.687, -0.96, 257.340, 157.630000, 0.220, 6.5, 6.5, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 164, 167, 3.6, 4.0, 90.2, 90.7, 3.6, 4.0, 59.6, 62.7, 1016.4, 1016.4, 207.400, 333.160, 735.99, 5.8707, 6.0675, 126.300, 0.0, 1438.476, NAN, NAN, NAN, NAN
2024/04/01, 14:00:47.560, 41.497, -70.687, -1.09, 258.390, 157.060000, 0.310, 6.5, 6.5, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 164, 175, 3.0, 3.8, 91.2, 91.0, 3.1, 3.8, 59.5, 71.0, 1016.4, 1016.4, 210.010, 333.380, 743.33, 5.8706, 6.0706, 125.700, 0.0, 1438.489, NAN, NAN, NAN, NAN
2024/04/01, 14:01:47.560, 41.497, -70.687, -0.75, 284.670, 185.080000, 0.530, 6.4, 6.4, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 147, 150, 5.5, 4.8, 91.3, 91.2, 5.7, 5.0, 69.7, 72.3, 1016.4, 1016.4, 212.380, 332.650, 749.33, 5.8705, 6.0738, 126.000, 0.0, 1438.502, NAN, NAN, NAN, NAN
2024/04/01, 14:02:47.560, 41.497, -70.687, -0.44, 302.180, 214.730000, 0.860, 6.4, 6.4, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 134, 128, 5.6, 4.2, 91.6, 91.7, 6.0, 4.6, 73.5, 67.2, 1016.4, 1016.4, 213.030, 332.680, 753.86, 5.8705, 6.0756, 125.700, 0.0, 1438.510, NAN, NAN, NAN, NAN
2024/04/01, 14:03:47.560, 41.497, -70.687, -0.37, 302.660, 215.890000, 1.110, 6.3, 6.3, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 135, 129, 5.1, 3.6, 92.2, 92.3, 5.5, 4.1, 73.8, 67.1, 1016.4, 1016.4, 213.380, 332.660, 756.91, 5.8705, 6.0764, 126.000, 0.0, 1438.514, NAN, NAN, NAN, NAN
2024/04/01, 14:04:47.560, 41.497, -70.688, -0.42, 301.500, 213.180000, 1.170, 6.3, 6.3, 1014.3, 1014.3, 0.0, 0.0, 0.000, 0.000, 135, 125, 4.9, 3.2, 92.7, 92.7, 5.3, 3.7, 72.0, 61.3, 1016.4, 1016.4, 212.750, 332.640, 756.23, 5.8705, 6.0800, 125.700, 0.0, 1438.529, NAN, NAN, NAN, NAN
2024/04/01, 14:05:47.560, 41.496, -70.688, -0.45, 325.760, 213.270000, 1.050, 6.2, 6.3, 1014.4, 1014.3, 0.0, 0.0, 0.000, 0.000, 123, 104, 5.3, 3.6, 93.1, 93.1, 5.7, 4.1, 85.2, 66.8, 1016.5, 1016.4, 211.050, 332.770, 755.77, 5.8704, 6.0830, 126.000, 0.0, 1438.542, NAN, NAN, NAN, NAN
2024/04/01, 14:06:47.560, 41.496, -70.688, 0.14, 347.460, 267.670000, 1.120, 6.2, 6.3, 1014.4, 1014.3, 0.0, 0.0, 0.000, 0.000, 84, 74, 4.9, 5.6, 93.3, 93.3, 5.4, 6.1, 73.4, 64.0, 1016.5, 1016.4, 211.210, 332.750, 757.25, 5.8704, 6.0812, 126.000, 0.0, 1438.534, NAN, NAN, NAN, NAN
2024/04/01, 14:07:47.560, 41.496, -70.689, 0.32, 348.660, 261.850000, 1.180, 6.2, 6.3, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 77, 67, 4.6, 5.6, 93.4, 93.5, 5.2, 6.1, 67.6, 58.2, 1016.5, 1016.5, 213.830, 332.810, 764.98, 5.8704, 6.0746, 126.000, 0.0, 1438.506, NAN, NAN, NAN, NAN
2024/04/01, 14:08:47.560, 41.496, -70.689, 0.05, 347.250, 257.930000, 1.210, 6.3, 6.3, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 81, 68, 4.4, 5.5, 93.2, 93.3, 5.0, 6.1, 69.3, 57.4, 1016.5, 1016.5, 217.840, 332.900, 775.36, 5.8704, 6.0708, 126.000, 0.0, 1438.489, NAN, NAN, NAN, NAN
2024/04/01, 14:09:47.560, 41.496, -70.690, 0.19, 351.460, 255.230000, 1.220, 6.3, 6.4, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 82, 70, 4.3, 5.2, 93.0, 93.1, 4.9, 5.8, 74.1, 63.3, 1016.5, 1016.5, 221.590, 332.850, 785.40, 6.0339, 6.0716, 125.700, 0.5, 1438.700, NAN, NAN, NAN, NAN
2024/04/01, 14:10:47.560, 41.496, -70.690, 0.48, 20.410, 277.920000, 0.860, 6.4, 6.4, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 56, 46, 4.8, 6.8, 92.7, 92.8, 5.2, 7.1, 78.9, 68.8, 1016.5, 1016.5, 225.890, 332.500, 795.58, 5.9478, 6.0754, 126.000, 0.4, 1438.607, NAN, NAN, NAN, NAN
2024/04/01, 14:11:47.560, 41.496, -70.690, 1.02, 32.680, 311.610000, 0.690, 6.4, 6.4, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 34, 29, 4.7, 5.0, 92.5, 92.6, 4.8, 5.1, 70.7, 65.6, 1016.5, 1016.5, 229.290, 331.600, 805.07, 5.5420, 6.0746, 127.600, 0.0, 1438.090, NAN, NAN, NAN, NAN
2024/04/01, 14:12:47.560, 41.496, -70.690, 0.98, 32.730, 304.450000, 0.650, 6.4, 6.4, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 28, 24, 5.1, 4.9, 92.2, 92.3, 5.2, 5.0, 64.1, 60.3, 1016.5, 1016.5, 232.110, 331.400, 814.15, 28.0998, 6.0738, 147.300, 16.1, 1466.423, NAN, NAN, NAN, NAN
2024/04/01, 14:13:47.560, 41.496, -70.691, 0.78, 31.480, 301.140000, 0.650, 6.4, 6.4, 1014.4, 1014.4, 0.0, 0.0, 0.000, 0.000, 29, 23, 5.5, 5.1, 92.2, 92.2, 5.7, 5.3, 63.4, 57.8, 1016.5, 1016.5, 232.340, 330.950, 815.99, 14.0895, 6.0769, 122.700, 0.0, 1448.857, NAN, NAN, NAN, NAN
2024/04/01, 14:14:47.560, 41.497, -70.691, 0.78, 47.740, 287.590000, 0.410, 6.3, 6.4, 1014.5, 1014.5, 0.0, 0.0, 0.000, 0.000, 21, 15, 5.8, 5.4, 92.4, 92.4, 5.9, 5.5, 70.6, 64.8, 1016.6, 1016.6, 231.860, 330.700, 817.15, 13.0283, 6.0782, 147.300, 0.8, 1447.531, NAN, NAN, NAN, NAN
2024/04/01, 14:15:47.560, 41.497, -70.691, 0.98, 74.280, 171.430000, 0.160, 6.3, 6.3, 1014.5, 1014.5, 0.0, 0.0, 0.000, 0.000, 352, 346, 5.3, 5.2, 92.7, 92.7, 5.3, 5.2, 65.4, 59.4, 1016.6, 1016.6, 232.160, 330.680, 819.15, 12.6175, 6.0814, 125.100, 10.9, 1447.029, NAN, NAN, NAN, NAN
2024/04/01, 14:16:47.560, 41.497, -70.691, 0.81, 78.100, 165.350000, 0.320, 6.3, 6.3, 1014.5, 1014.5, 0.0, 0.0, 0.000, 0.000, 344, 338, 5.4, 5.5, 92.9, 92.9, 5.4, 5.6, 60.4, 54.5, 1016.6, 1016.6, 233.380, 330.510, 822.37, 24.1307, 6.0823, 132.100, 1.8, 1461.472, NAN, NAN, NAN, NAN
2024/04/01, 14:17:47.561, 41.496, -70.691, 0.82, 77.240, 167.110000, 0.410, 6.3, 6.3, 1014.6, 1014.5, 0.0, 0.0, 0.000, 0.000, 346, 340, 5.6, 5.8, 93.1, 93.2, 5.6, 5.9, 61.1, 55.3, 1016.7, 1016.6, 234.160, 330.350, 826.46, 21.6279, 6.0824, 131.500, 9.4, 1458.332, NAN, NAN, NAN, NAN
2024/04/01, 14:18:47.561, 41.496, -70.691, 0.88, 76.490, 168.560000, 0.440, 6.3, 6.3, 1014.7, 1014.5, 0.0, 0.0, 0.000, 0.000, 348, 341, 5.5, 5.6, 93.1, 93.2, 5.5, 5.7, 62.2, 55.3, 1016.8, 1016.6, 235.300, 330.330, 830.45, 20.5082, 6.0826, 129.600, 0.0, 1456.929, NAN, NAN, NAN, NAN
2024/04/01, 14:19:47.561, 41.496, -70.691, 0.70, 75.580, 161.600000, 0.430, 6.3, 6.3, 1014.7, 1014.6, 0.0, 0.0, 0.000, 0.000, 348, 342, 5.6, 5.6, 93.2, 93.2, 5.6, 5.7, 61.4, 55.4, 1016.8, 1016.7, 238.250, 330.490, 837.78, 30.4769, 6.0832, 303.500, 15.7, 1469.453, NAN, NAN, NAN, NAN
2024/04/01, 14:20:47.561, 41.496, -70.691, 0.86, 75.560, 161.700000, 0.450, 6.3, 6.3, 1014.7, 1014.7, 0.0, 0.0, 0.000, 0.000, 351, 344, 5.5, 5.3, 93.2, 93.3, 5.6, 5.4, 64.2, 57.2, 1016.8, 1016.8, 242.330, 330.240, 847.40, 30.4594, 6.0835, 300.400, 20.5, 1469.432, NAN, NAN, NAN, NAN
2024/04/01, 14:21:47.561, 41.496, -70.691, 0.86, 76.440, 157.680000, 0.460, 6.3, 6.3, 1014.7, 1014.7, 0.0, 0.0, 0.000, 0.000, 355, 348, 5.8, 5.5, 93.3, 93.4, 5.8, 5.6, 69.1, 62.1, 1016.8, 1016.8, 245.240, 330.470, 855.88, 30.4376, 6.0805, 310.500, 20.6, 1469.392, NAN, NAN, NAN, NAN
2024/04/01, 14:22:47.561, 41.496, -70.690, 0.83, 84.470, 180.030000, 0.520, 6.3, 6.3, 1014.7, 1014.7, 0.0, 0.0, 0.000, 0.000, 358, 351, 5.2, 5.0, 93.4, 93.4, 5.2, 5.0, 79.6, 72.4, 1016.8, 1016.8, 244.910, 331.100, 857.00, 30.4337, 6.0796, 306.800, 20.9, 1469.384, NAN, NAN, NAN, NAN
2024/04/01, 14:23:47.561, 41.496, -70.690, 0.58, 116.040, 204.040000, 0.980, 6.3, 6.3, 1014.7, 1014.7, 0.0, 0.0, 0.000, 0.000, 328, 325, 4.8, 7.4, 93.4, 93.4, 5.0, 7.6, 78.6, 77.5, 1016.8, 1016.8, 243.060, 331.040, 852.89, 30.4295, 6.0784, 307.200, 20.7, 1469.374, NAN, NAN, NAN, NAN
2024/04/01, 14:24:47.561, 41.495, -70.691, 0.34, 122.900, 218.690000, 0.980, 6.3, 6.3, 1014.7, 1014.7, 0.0, 0.0, 0.000, 0.000, 307, 312, 5.1, 7.6, 93.3, 93.4, 5.5, 8.0, 67.4, 72.9, 1016.8, 1016.8, 240.320, 331.320, 847.02, 30.4341, 6.0793, 311.300, 20.8, 1469.383, NAN, NAN, NAN, NAN
2024/04/01, 14:25:47.561, 41.495, -70.691, 0.19, 124.360, 217.620000, 1.090, 6.3, 6.3, 1014.7, 1014.6, 0.0, 0.0, 0.000, 0.000, 314, 316, 4.9, 7.7, 93.3, 93.4, 5.3, 8.1, 74.1, 77.5, 1016.8, 1016.7, 236.560, 330.970, 838.18, 30.4400, 6.0815, 316.900, 21.0, 1469.399, NAN, NAN, NAN, NAN
