WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/04/08, 00:00:48.150, 35.946, -75.117, 0.01, 22.350, 58.610000, 0.010, 9.9, 9.9, 1018.4, 1018.3, 0.0, 0.0, 0.000, 0.000, 359, 353, 2.9, 2.8, 64.0, 64.0, 2.9, 2.8, 21.4, 15.4, 1020.5, 1020.4, -7.540, 288.310, 0.04, 32.2436, 9.7550, 418.000, 43.7, 1485.671, NAN, NAN, NAN, NAN
2024/04/08, 00:01:48.151, 35.946, -75.117, -0.02, 14.950, 129.640000, 0.120, 9.9, 9.9, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 18, 12, 3.0, 3.0, 63.8, 63.8, 3.0, 3.0, 32.1, 26.0, 1020.5, 1020.5, -7.570, 288.520, 0.03, 32.2431, 9.7570, 412.300, 43.7, 1485.678, NAN, NAN, NAN, NAN
2024/04/08, 00:02:48.151, 35.946, -75.117, 0.03, 14.700, 194.450000, 0.070, 9.9, 9.9, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 18, 11, 3.7, 3.4, 63.7, 63.6, 3.7, 3.4, 32.5, 25.4, 1020.5, 1020.5, -7.420, 288.530, 0.02, 32.2469, 9.7565, 411.000, 43.8, 1485.681, NAN, NAN, NAN, NAN
2024/04/08, 00:03:48.151, 35.946, -75.117, 0.01, 12.970, 134.750000, 0.040, 9.9, 9.9, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 20, 13, 3.7, 3.4, 63.2, 63.6, 3.7, 3.4, 32.7, 25.6, 1020.5, 1020.5, -7.510, 288.680, 0.01, 32.2425, 9.7573, 412.900, 43.9, 1485.678, NAN, NAN, NAN, NAN
2024/04/08, 00:04:48.151, 35.946, -75.117, 0.01, 13.180, 112.960000, 0.050, 9.9, 10.0, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 27, 22, 3.6, 3.5, 63.1, 63.0, 3.6, 3.5, 39.9, 34.9, 1020.5, 1020.5, -7.430, 288.550, 0.01, 32.2429, 9.7571, 413.700, 43.9, 1485.678, NAN, NAN, NAN, NAN
2024/04/08, 00:05:48.151, 35.946, -75.117, 0.01, 12.430, 36.770000, 0.160, 10.0, 10.0, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 28, 23, 3.9, 3.7, 63.0, 63.2, 3.8, 3.6, 39.8, 34.7, 1020.5, 1020.5, -7.400, 288.520, 0.00, 32.2427, 9.7565, 409.900, 43.9, 1485.676, NAN, NAN, NAN, NAN
2024/04/08, 00:06:48.151, 35.946, -75.117, -0.01, 12.790, 289.020000, 0.120, 10.0, 10.0, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 29, 23, 4.0, 4.0, 61.8, 62.0, 4.0, 4.0, 42.7, 36.7, 1020.5, 1020.5, -7.310, 288.560, -0.00, 32.2420, 9.7541, 409.900, 43.9, 1485.666, NAN, NAN, NAN, NAN
2024/04/08, 00:07:48.151, 35.946, -75.117, 0.00, 13.270, 290.370000, 0.180, 10.0, 10.0, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 29, 24, 4.0, 4.2, 60.9, 61.0, 4.0, 4.2, 43.5, 38.5, 1020.5, 1020.5, -7.240, 288.860, -0.01, 32.2402, 9.7522, 415.600, 43.9, 1485.657, NAN, NAN, NAN, NAN
2024/04/08, 00:08:48.151, 35.946, -75.117, 0.01, 12.940, 130.150000, 0.310, 10.1, 10.1, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 29, 23, 4.4, 4.1, 61.3, 61.4, 4.4, 4.1, 39.9, 33.7, 1020.5, 1020.5, -7.200, 288.910, -0.01, 32.2402, 9.7526, 411.300, 43.7, 1485.659, NAN, NAN, NAN, NAN
2024/04/08, 00:09:48.151, 35.946, -75.117, 0.00, 12.090, 203.300000, 0.140, 10.1, 10.1, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 29, 24, 4.3, 4.1, 61.8, 61.8, 4.3, 4.1, 41.9, 36.9, 1020.5, 1020.5, -7.060, 288.930, -0.01, 32.2398, 9.7530, 410.400, 43.8, 1485.659, NAN, NAN, NAN, NAN
2024/04/08, 00:10:48.151, 35.946, -75.117, -0.02, 12.990, 308.480000, 0.240, 10.1, 10.1, 1018.4, 1018.4, 0.0, 0.0, 0.000, 0.000, 31, 26, 4.3, 4.2, 61.7, 61.8, 4.4, 4.2, 45.5, 40.6, 1020.5, 1020.5, -7.080, 288.980, -0.01, 32.2393, 9.7544, 408.300, 43.8, 1485.664, NAN, NAN, NAN, NAN
2024/04/08, 00:11:48.151, 35.946, -75.117, 0.02, 12.860, 244.340000, 0.100, 10.1, 10.1, 1018.4, 1018.5, 0.0, 0.0, 0.000, 0.000, 26, 20, 4.0, 3.8, 62.5, 62.4, 4.1, 3.9, 38.7, 32.8, 1020.5, 1020.6, -7.080, 288.820, -0.01, 32.2398, 9.7551, 408.600, 43.8, 1485.667, NAN, NAN, NAN, NAN
